Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$
20418195,0xabfc0302c65ca5ebcf2b7fa8090b653170119674,1.0658,Tether : Binance,13,"[nan nan 'Testnet Bridge' nan 'Testnet Bridge' nan 'Stargate' 'Stargate'
 'Aptos Bridge' nan nan 'Aptos Bridge' 'Stargate']",172.56,13.27,4,4,9,588.87,"[448.16, 24.3, 22.01, 0, 71.61]"
20418194,0xc68f839630b615cec86c63fc08438f331ba4e8d4,1.0654,Tether : Binance,13,"['Stargate' nan nan 'Stargate' nan 'Aptos Bridge' nan nan 'Testnet Bridge'
 'Testnet Bridge' nan 'Stargate' 'Aptos Bridge']",189.65,14.59,4,4,10,600.98,"[449.9, 23.57, 22.11, 0, 84.6]"
20418190,0x29212ea2897ebd95fe52b46326b623a45da3a708,0.999,Tether : Binance,203,"['Merkly' 'Gas.zip' 'Stargate' 'Gas.zip' 'Stargate' nan nan 'DappGate'
 'Stargate' 'Stargate' 'Merkly' 'Omni X' 'Abracadabra Money' 'Stargate'
 'Aptos Bridge' nan 'Angle' 'Omni X' 'Gas.zip' 'Holograph' 'Stargate'
 'CoreDAO' 'Stargate' 'Omni X' 'Holograph' nan 'Holograph' nan nan
 'CoreDAO' 'Stargate' 'Omni X' nan 'MintDAO' 'Merkly' 'Stargate' 'Merkly'
 nan 'Abracadabra Money' 'DappGate' nan 'Stargate' nan 'Harmony Bridge'
 'Omni X' 'Omni X' 'Angle' 'Merkly' 'Stargate' 'Angle' 'DappGate' 'Omni X'
 'Stargate' 'Merkly' 'Gas.zip' 'Stargate' 'CoreDAO' nan 'Gas.zip'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Angle' 'Gas.zip' 'DappGate'
 'Stargate' 'Stargate' 'Omni X' 'Gas.zip' 'Gas.zip' 'TraderJoe' 'Stargate'
 'Holograph' 'Stargate' 'Holograph' nan 'Harmony Bridge' 'l2telegraph'
 'Stargate' 'Gas.zip' 'Stargate' nan 'Gas.zip' nan 'Stargate' 'Holograph'
 'Holograph' 'Bitcoin Bridge' 'Stargate' nan 'Merkly' 'Harmony Bridge'
 'Gas.zip' 'Merkly' 'Stargate' 'Stargate' 'Abracadabra Money' 'Stargate'
 'Merkly' 'Stargate' 'Gas.zip' 'Aptos Bridge' 'Angle' 'Gas.zip' 'CoreDAO'
 'TraderJoe' 'Bitcoin Bridge' 'Gas.zip' 'Stargate' 'Merkly' 'Merkly' nan
 nan 'Stargate' 'Abracadabra Money' 'Gas.zip' 'Gas.zip' 'CoreDAO' nan
 'Merkly' 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Stargate' 'l2telegraph'
 'Merkly' 'Angle' 'Bitcoin Bridge' 'Stargate' 'CoreDAO' 'Gas.zip'
 'CoreDAO' 'Merkly' 'CoreDAO' 'Gas.zip' 'Gas.zip' 'Merkly' 'Merkly'
 'Holograph' 'Stargate' 'Merkly' nan 'Merkly' 'Harmony Bridge' nan
 'Holograph' 'Merkly' 'Gas.zip' 'Merkly' 'CoreDAO' 'Gas.zip' nan
 'Stargate' 'Gas.zip' 'Merkly' nan 'DappGate' 'Gas.zip' 'Stargate'
 'Gas.zip' 'Merkly' 'Stargate' 'MintDAO' 'Omni X' 'Merkly' 'Gas.zip'
 'CoreDAO' nan 'Omni X' 'Gas.zip' 'Gas.zip' 'Merkly' 'Stargate' 'Gas.zip'
 'Stargate' 'Omni X' 'Merkly' 'Stargate' nan 'Gas.zip' 'Merkly' 'DappGate'
 'Stargate' 'Stargate' 'CoreDAO' 'Merkly' 'Holograph' 'Dexalot' nan
 'Stargate' 'Merkly' nan 'Gas.zip' 'Holograph' 'Merkly' 'Dexalot' 'Merkly'
 'Omni X' nan nan 'CoreDAO' 'Holograph' 'CoreDAO']",5952.67,29.32,17,20,39,1728.18,"[624.62, 470.69, 53.59, 31.34, 39.69]"
20418187,0xe738d4ca44e66baaf48ef6c56598509aeb8250bf,1.0648,Tether : Binance,13,"['Aptos Bridge' 'Stargate' nan 'Aptos Bridge' nan 'Testnet Bridge'
 'Testnet Bridge' 'Stargate' nan nan nan nan 'Stargate']",174.37,13.41,4,4,10,597.73,"[444.04, 23.77, 21.85, 0, 83.86]"
20418183,0x30ba1a7918dfaf37b5024765ef9205f3374bf502,1.0645,Tether : Binance,13,"['Testnet Bridge' 'Stargate' 'Testnet Bridge' nan nan 'Aptos Bridge' nan
 nan nan nan 'Stargate' 'Stargate' 'Aptos Bridge']",172.34,13.26,4,4,9,592.15,"[444.3, 23.31, 21.97, 0, 81.72]"
20418183,0xa85ab44dccb5ec2b2bdf19aae3da5df93c91daf8,1.0642,Tether : Binance,13,"['Stargate' nan nan 'Aptos Bridge' nan 'Testnet Bridge' 'Testnet Bridge'
 'Stargate' nan 'Aptos Bridge' nan nan 'Stargate']",195.16,15.01,4,4,10,596.52,"[443.59, 23.2, 22.05, 0, 83.4]"
20418178,0x7cac5e216677ef9af9bd285e3282cc527aaaa1d5,1.0639,Tether : Binance,13,"['Testnet Bridge' 'Testnet Bridge' 'Stargate' 'Stargate' nan nan
 'Aptos Bridge' nan nan nan 'Stargate' 'Aptos Bridge' nan]",193.32,14.87,4,4,9,600.02,"[446.28, 23.21, 22.06, 0, 85.24]"
20418153,0x9e9df71c3366286784f22f99b56b6850149ada81,1.0612,Tether : Binance,13,"['Aptos Bridge' 'Stargate' 'Aptos Bridge' 'Stargate' nan 'Stargate' nan
 nan nan 'Testnet Bridge' 'Testnet Bridge' nan nan]",194.38,14.95,4,4,10,610.99,"[447.75, 24.72, 21.88, 0, 94.64]"
20418151,0x0c35f7d8a46c4953c65e3bd152d5f90de1f9c57a,1.0603,Tether : Binance,13,"[nan nan nan 'Aptos Bridge' 'Testnet Bridge' nan nan 'Aptos Bridge'
 'Testnet Bridge' 'Stargate' nan 'Stargate' 'Stargate']",179.2,13.78,4,4,9,601.26,"[441.68, 23.32, 22.01, 0, 88.97]"
20418151,0x2ee52280db5b364aecc9868c466cf49d85ebde10,1.0608,Tether : Binance,13,"[nan nan 'Stargate' 'Stargate' nan nan nan 'Aptos Bridge' 'Stargate' nan
 'Testnet Bridge' 'Testnet Bridge' 'Aptos Bridge']",185.17,14.24,4,4,10,596.24,"[445.44, 23.43, 22.06, 0, 81.18]"
20418150,0x3f61db40a3ac033f2414f9c66779483a3256094a,1.0609,Tether : Binance,13,"[nan 'Stargate' 'Stargate' nan nan 'Testnet Bridge' nan 'Stargate'
 'Testnet Bridge' nan nan 'Aptos Bridge' 'Aptos Bridge']",190.07,14.62,4,4,10,593.2,"[443.16, 23.65, 21.92, 0, 80.12]"
20418147,0x92b2c3deb1d84048403ee82a2094b51596677226,1.0604,Tether : Binance,13,"['Stargate' 'Aptos Bridge' 'Testnet Bridge' nan nan 'Stargate' nan
 'Testnet Bridge' nan 'Stargate' nan 'Aptos Bridge' nan]",184.55,14.2,4,4,9,598.38,"[441.8, 24.62, 21.99, 0, 88.67]"
20418144,0xb235b74d045b67c24863f71be402bebd25b83e35,1.0598,Tether : Binance,14,"['Testnet Bridge' nan nan nan nan 'Stargate' 'Stargate' 'Aptos Bridge' nan
 'Stargate' 'Aptos Bridge' nan 'Testnet Bridge' nan]",172.38,12.31,4,4,10,584.43,"[426.1, 24.64, 22.09, 0, 90.56]"
20418140,0xd998b2758ca5eb7f44f050f5542f380f4439d151,1.0597,Tether : Binance,14,"['Stargate' nan 'Stargate' nan nan 'Testnet Bridge' nan 'Aptos Bridge'
 'Aptos Bridge' 'Testnet Bridge' nan 'Stargate' nan nan]",198.28,14.16,4,5,10,579.68,"[431.1, 24.03, 22.05, 0, 81.32]"
20418136,0x0b791a735d88ca3f4e1d244a56621cebcd7b3e3f,1.0592,Tether : Binance,14,"[nan nan 'Testnet Bridge' nan 'Stargate' 'Aptos Bridge' nan 'Aptos Bridge'
 nan 'Stargate' 'Testnet Bridge' nan nan 'Stargate']",203.43,14.53,4,5,10,583.97,"[432.43, 24.63, 21.93, 0, 79.52]"
20422881,0xa8e1d4a50909a0855f2bba92f0317e1ecc844561,1.046,Tether : Binance,19,"['Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan nan
 'Stargate' 'Stargate' 'Stargate' nan nan nan 'Stargate' nan 'Stargate'
 'Stargate']",1119.08,58.9,2,8,9,44.16,"[0.0, 0, 0, 0, 0.68]"
20422880,0xcba12b9219d1acef2bfb3fc2e32836e2e36639f2,1.0766,Tether : Binance,18,"['Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' nan nan]",1142.92,63.5,2,7,8,48.12,"[0.0, 0, 0, 0, 0.68]"
20422876,0x45ba723398570d137acfa8c91b523b2303ebddeb,1.0343,Tether : Binance,18,"['Stargate' nan nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan
 'Stargate' nan]",1238.98,68.83,2,8,9,42.79,"[0.0, 0, 0, 0, 0.68]"
20422873,0x1f2e61c6b75ee5acfdbb65e5bd64bb19a92ddc4a,1.0558,Tether : Binance,18,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan
 nan 'Stargate']",1291.04,71.72,2,8,9,44.32,"[0.0, 0, 0, 0, 0.68]"
20422870,0x26ddd840c6add530790d5ab279049bc46c1c5c1a,1.049,Tether : Binance,16,"[nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan nan 'Stargate' 'Stargate' nan nan 'Stargate' 'Stargate']",904.37,56.52,2,7,8,46.53,"[0.0, 0, 0, 0, 0.68]"
20422870,0x078476f998828041d13f285dbb5cdfce9808cf28,1.0533,Tether : Binance,18,"['Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate']",1136.55,63.14,2,7,8,45.09,"[0.0, 0, 0, 0, 0.68]"
20422868,0xfd2385e61a0aecf96063bdf9d0beef7e39f677c5,1.0401,Tether : Binance,16,"[nan 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate']",974.74,60.92,2,7,8,51.92,"[0.0, 0, 0, 0, 0.68]"
20422868,0x46f93c8e2710138fd281a947ebccee0ec5c0885e,1.043,Tether : Binance,19,"['Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan nan nan nan
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan]",1083.18,57.01,2,8,9,44.01,"[0.0, 0, 0, 0, 0.68]"
20422865,0x22c867696f693fef1182ba206d6b92286e198606,1.0425,Tether : Binance,19,"[nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan nan 'Stargate'
 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate']",1232.27,64.86,2,8,9,44.88,"[0.0, 0, 0, 0, 0.68]"
20422865,0xb499029f595a82b42102b325cfab046216eb673e,1.0701,Tether : Binance,18,"['Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' nan
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 nan 'Stargate']",1247.37,69.3,2,8,9,44.02,"[0.0, 0, 0, 0, 0.68]"
20422863,0x487c2bc56df65f4ce6abd7bddb749835842271c2,1.0675,Tether : Binance,17,"['Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan nan
 'Stargate']",1088.77,64.05,2,8,9,46.79,"[0.0, 0, 0, 0, 0.68]"
20422861,0xa01775e5882f00ae4d9d8df5ba4f13222145c498,1.0684,Tether : Binance,19,"['Stargate' 'Stargate' 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate'
 nan 'Stargate' 'Stargate' nan 'Stargate' nan nan nan 'Stargate' nan
 'Stargate']",1107.66,58.3,2,8,9,41.99,"[0.0, 0, 0, 0, 0.68]"
20422859,0x5e6c94f45adf48a494da23133aa7f7a283e208e5,1.0488,Tether : Binance,18,"['Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate' nan 'Stargate' nan
 'Stargate' 'Stargate']",1163.39,64.63,2,7,8,41.31,"[0.0, 0, 0, 0, 0.68]"
20422858,0x5be45f8d3abc07f6b37ea20cb2ac0f29b589f4ea,1.0498,Tether : Binance,17,"['Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' nan 'Stargate' nan nan nan 'Stargate' 'Stargate' 'Stargate']",1089.8,64.11,2,8,9,43.34,"[0.0, 0, 0, 0, 0.68]"
20422857,0x440f5f18527ad299ff08ff9df9c2c9231081e10b,1.0427,Tether : Binance,18,"[nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 nan 'Stargate']",1249.49,69.42,2,8,9,41.12,"[0.0, 0, 0, 0, 0.68]"
20422854,0x6c6c41b8255a252ab061f2e1c505f331a77f767b,1.04,Tether : Binance,17,"[nan nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan nan nan 'Stargate']",1133.96,66.7,2,8,9,45.11,"[0.0, 0, 0, 0, 0.68]"
20422854,0xaf945d2c70df558b58c82e532f13cbb5a63f932e,1.0645,Tether : Binance,18,"['Stargate' 'Stargate' 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan nan nan
 'Stargate']",1215.13,67.51,2,8,9,39.53,"[0.0, 0, 0, 0, 0.68]"
20422854,0x23cab4671ab7758c471d358eb59b4e2c60ac9544,1.0571,Tether : Binance,19,"['Stargate' 'Stargate' nan nan nan 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' nan nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' nan]",1118.32,58.86,2,8,9,41.99,"[0.0, 0, 0, 0, 0.68]"
20422852,0x856e726836352eac5b7a1e2dabc4003fec1b015e,1.045,Tether : Binance,16,"[nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan nan 'Stargate']",1123.63,70.23,2,7,8,41.74,"[0.0, 0, 0, 0, 0.68]"
20422852,0x06f793eacc7425cfaf5064e0b4719970dadf8d47,1.0431,Tether : Binance,17,"['Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan nan 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan nan 'Stargate'
 'Stargate']",1228.37,72.26,2,7,8,50.9,"[0.0, 0, 0, 0, 0.68]"
20422851,0x8579d3fa4b6c68b2a9ce23b6ecadb55e2c8df809,0.99934,Tether : Binance,54,"['NOGEM' 'Holograph' 'NOGEM' 'NOGEM' 'Bitcoin Bridge' 'Aptos Bridge'
 'NOGEM' 'NOGEM' 'NOGEM' 'Stargate' 'Holograph' 'Holograph' nan 'Stargate'
 'NOGEM' 'NOGEM' 'NOGEM' 'NOGEM' 'NOGEM' 'Angle' 'Angle' 'Angle'
 'Stargate' 'NOGEM' 'CoreDAO' 'Holograph' 'CoreDAO' 'L2Pass' nan
 'Holograph' 'Stargate' 'NOGEM' 'CoreDAO' 'Angle' 'NOGEM' 'Bitcoin Bridge'
 'NOGEM' 'Angle' 'Stargate' 'CoreDAO' 'Holograph' 'NOGEM' 'NOGEM' 'NOGEM'
 'Harmony Bridge' 'Stargate' 'NOGEM' 'Stargate' 'Angle' 'NOGEM' 'CoreDAO'
 'Angle' nan 'Holograph']",134.12,2.48,10,7,21,25.71,"[0, 0, 0.38, 0, 0]"
20422850,0x935020119bcbfa516cdc1fc3b43e71b1cc1d28c6,1.0495,Tether : Binance,19,"['Stargate' 'Stargate' nan 'Stargate' nan nan nan 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate' nan]",1074.75,56.57,2,8,9,42.08,"[0.0, 0, 0, 0, 0.68]"
20422849,0x127af80782825cc6390dc510c0ed94af7f1d8395,1.0466,Tether : Binance,19,"['Stargate' nan nan 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan
 nan nan]",1107.69,58.3,2,8,9,45.26,"[0.0, 0, 0, 0, 0.68]"
20422844,0x63f984695639978c5f7eb9bd829b8655c09203de,1.0588,Tether : Binance,18,"[nan nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan nan 'Stargate'
 nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate']",1234.11,68.56,2,8,9,50.52,"[0.0, 0, 0, 0, 0.68]"
20422844,0xd8d6f6046b12791155488fd65fd7f774182d06d6,1.0565,Tether : Binance,18,"[nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' nan]",1214.58,67.48,2,7,8,48.55,"[0.0, 0, 0, 0, 0.68]"
20422844,0x4379a1a3b50be20c10fd04e95fc09ac2ded34587,1.0319,Tether : Binance,17,"[nan 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan nan]",1063.0,62.53,2,8,9,43.24,"[0.0, 0, 0, 0, 0.68]"
20422839,0x223d462a8f915dfb60b98f07aab6329ae509f10d,1.0294,Tether : Binance,19,"[nan 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' nan nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate']",1226.74,64.57,2,8,9,41.89,"[0.0, 0, 0, 0, 0.68]"
20422839,0x342decd407f4a8ec44121abaf6c59a4103a4fce1,1.0648,Tether : Binance,17,"['Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 nan nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate']",1065.98,62.7,2,8,9,40.72,"[0.0, 0, 0, 0, 0.68]"
20422834,0x288343cce3c641f40a4345bf03035d156015ef13,1.0625,Tether : Binance,18,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' nan nan nan nan 'Stargate' nan 'Stargate'
 'Stargate' 'Stargate']",1233.82,68.55,2,8,9,39.84,"[0.0, 0, 0, 0, 0.68]"
20422832,0xc9c286e46da2414fe157e8c2b10c2f341eddef61,1.0364,Tether : Binance,17,"[nan 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate'
 nan]",1033.93,60.82,2,8,9,46.04,"[0.0, 0, 0, 0, 0.68]"
20422826,0x5a889599490da8e8b6c79b73aa88430906597113,1.051,Tether : Binance,18,"[nan 'Stargate' 'Stargate' 'Stargate' nan nan nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate'
 'Stargate']",1261.74,70.1,2,8,9,44.31,"[0.0, 0, 0, 0, 0.68]"
20422823,0xbd40ee740e62e42d3df8599fa59e69bfb0458b09,1.00874,Tether : Binance,62,"['Harmony Bridge' 'NOGEM' 'CoreDAO' 'Angle' 'Aptos Bridge' 'NOGEM'
 'Stargate' 'NOGEM' 'NOGEM' 'Bitcoin Bridge' 'NOGEM' 'NOGEM' 'Stargate'
 'NOGEM' 'Holograph' 'NOGEM' 'Holograph' 'CoreDAO' 'NOGEM' 'Angle'
 'Stargate' 'Bitcoin Bridge' 'NOGEM' 'Angle' 'NOGEM' 'NOGEM' 'Holograph'
 'Angle' 'Harmony Bridge' 'CoreDAO' 'Stargate' nan 'Harmony Bridge'
 'NOGEM' 'NOGEM' 'Bitcoin Bridge' 'Holograph' 'Holograph' 'Stargate'
 'CoreDAO' 'Aptos Bridge' 'Stargate' 'Stargate' 'NOGEM' 'Stargate'
 'Holograph' 'NOGEM' 'Holograph' 'NOGEM' 'NOGEM' 'Angle' 'NOGEM' nan
 'Holograph' 'Angle' 'Holograph' 'NOGEM' 'NOGEM' 'Holograph' 'CoreDAO'
 'NOGEM' 'NOGEM']",114.43,1.85,9,7,23,29.0,"[0, 0, 0.46, 0, 0]"
20422822,0x6f33cb1ee05ffd7f628edca52ebee44454ed083a,1.0528,Tether : Binance,18,"['Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' nan
 'Stargate' nan]",1220.96,67.83,2,8,9,49.81,"[0.0, 0, 0, 0, 0.68]"
20422822,0xcad9ba33d7411c8c6866e3d3d6baccb2c7682729,1.0451,Tether : Binance,19,"['Stargate' nan 'Stargate' nan nan 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan nan nan 'Stargate' 'Stargate' 'Stargate' nan 'Stargate'
 nan 'Stargate']",1105.53,58.19,2,8,9,44.1,"[0.0, 0, 0, 0, 0.68]"
20422816,0x72c568fd5bcfeb1567c719d13123e5f010ee72b6,1.0676,Tether : Binance,19,"[nan 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Stargate' 'Stargate' nan 'Stargate' nan 'Stargate' nan
 'Stargate' 'Stargate']",1240.69,65.3,2,8,9,43.98,"[0.0, 0, 0, 0, 0.68]"
20418133,0x4eff8b7b7c9f97d7e0c9fae7425aae775674885d,1.0587,Tether : Binance,16,"[nan 'Omni X' nan 'Aptos Bridge' 'Omni X' nan nan nan 'Aptos Bridge'
 'Testnet Bridge' 'Stargate' 'Stargate' 'Testnet Bridge' nan 'Stargate'
 nan]",168.05,10.5,5,5,11,583.16,"[435.17, 24.19, 21.94, 0, 78.31]"
20418133,0x64d5bdacbf7f4b17b6130daaf116f065e8cae046,1.0588,Tether : Binance,16,"[nan nan nan 'Stargate' 'Stargate' 'Testnet Bridge' 'Testnet Bridge'
 'Omni X' 'Aptos Bridge' nan 'Aptos Bridge' 'Omni X' nan nan nan
 'Stargate']",196.23,12.26,5,5,11,582.57,"[435.42, 22.62, 22.01, 0, 80.15]"
20418132,0x27fe8c1be1b72d881a4dbfd92c09f3ffce1b30f0,1.0589,Tether : Binance,16,"['Testnet Bridge' 'Stargate' 'Omni X' nan nan 'Aptos Bridge' nan
 'Stargate' nan nan nan 'Aptos Bridge' 'Omni X' nan 'Stargate'
 'Testnet Bridge']",170.73,10.67,5,5,11,578.69,"[435.88, 23.1, 22.06, 0, 72.63]"
20418131,0xf86eeba960f2ef8addd36bf7fde2679c36a190c6,1.0586,Tether : Binance,16,"[nan 'Stargate' 'Stargate' 'Omni X' 'Testnet Bridge' nan nan 'Stargate'
 'Omni X' 'Aptos Bridge' nan nan 'Testnet Bridge' nan nan 'Aptos Bridge']",194.05,12.13,5,4,11,593.55,"[436.26, 23.11, 21.91, 0, 88.88]"
20418129,0x1c49670945025c2c461925af8748f75391e7b7d9,1.0581,Tether : Binance,16,"['Omni X' nan nan nan 'Aptos Bridge' nan 'Stargate' nan 'Aptos Bridge'
 'Testnet Bridge' 'Omni X' 'Stargate' nan nan 'Stargate' 'Testnet Bridge']",162.87,10.18,5,5,11,596.55,"[435.16, 22.75, 21.94, 0, 91.33]"
20418128,0x4bf33c3067396f00589625d024caea9b7b81e26a,1.0583,Tether : Binance,17,"['Stargate' 'Stargate' 'Aptos Bridge' 'Testnet Bridge' 'Aptos Bridge'
 'Omni X' nan 'Testnet Bridge' nan 'Stargate' 'Aptos Bridge' nan nan nan
 'Omni X' nan nan]",198.28,11.66,5,4,10,580.85,"[434.01, 23.59, 21.95, 0, 80.49]"
20418125,0xa4472a508e62e1e35060a6fd22ce8289cb67dca5,1.058,Tether : Binance,16,"['Testnet Bridge' nan 'Stargate' 'Aptos Bridge' 'Omni X' 'Stargate' nan
 nan 'Omni X' 'Aptos Bridge' nan nan nan 'Stargate' nan 'Testnet Bridge']",190.31,11.89,5,5,11,600.31,"[437.0, 25.41, 22.02, 0, 89.19]"
20418123,0x027731cdbbb2c3f07bd8c182faa5d548ad123a5b,1.0579,Tether : Binance,16,"['Stargate' 'Stargate' nan nan 'Omni X' 'Omni X' 'Aptos Bridge' nan
 'Stargate' nan nan nan 'Testnet Bridge' nan 'Testnet Bridge'
 'Aptos Bridge']",163.75,10.23,5,5,11,190.08,"[47.2, 25.21, 22.15, 0, 72.92]"
20418121,0x69f831f022ca75ce9ecd034aa607bc7526787715,1.0578,Tether : Binance,16,"[nan 'Stargate' nan 'Stargate' 'Omni X' nan nan 'Stargate' nan nan
 'Aptos Bridge' 'Omni X' 'Aptos Bridge' nan 'Testnet Bridge'
 'Testnet Bridge']",176.08,11.0,5,4,10,579.15,"[435.62, 22.83, 21.86, 0, 77.89]"
20418121,0xaa87f72406204842e4f5004004d4963d2ce0a213,1.0577,Tether : Binance,16,"['Omni X' 'Stargate' nan nan 'Stargate' nan nan nan nan 'Aptos Bridge'
 'Omni X' 'Testnet Bridge' 'Testnet Bridge' nan 'Aptos Bridge' 'Stargate']",192.45,12.03,5,5,11,585.88,"[436.61, 24.22, 21.92, 0, 81.8]"
20418121,0xad0e4185cb01fe250eb94c80c0c8e5b0b8a82228,1.0576,Tether : Binance,16,"['Stargate' nan 'Aptos Bridge' 'Stargate' 'Stargate' nan 'Omni X'
 'Testnet Bridge' 'Testnet Bridge' nan nan 'Omni X' 'Aptos Bridge' nan nan
 nan]",176.28,11.02,5,5,11,592.32,"[435.73, 24.31, 21.94, 0, 85.0]"
20418116,0xd555861d6bd3e34fa49963e996d813887544d809,1.0571,Tether : Binance,16,"['Omni X' nan 'Testnet Bridge' 'Aptos Bridge' nan 'Stargate'
 'Aptos Bridge' 'Stargate' nan nan nan nan 'Testnet Bridge' 'Omni X' nan
 'Stargate']",183.96,11.5,5,5,11,586.09,"[435.5, 24.83, 22.01, 0, 80.22]"
20418116,0x59840807f8cd58a5c394e237ca9e041893824afe,1.0572,Tether : Binance,16,"[nan 'Omni X' nan 'Stargate' nan 'Omni X' 'Testnet Bridge' 'Stargate'
 'Aptos Bridge' nan nan 'Testnet Bridge' nan nan 'Stargate' 'Aptos Bridge']",163.14,10.2,5,4,11,588.44,"[436.12, 25.37, 22.04, 0, 82.6]"
